0	1	1
0	2	1
3	4	1
3	5	1
3	6	1
7	8	1
9	10	1
11	12	1
11	13	1
11	14	1
11	15	1
11	16	1
11	17	1
11	18	1
11	19	1
11	20	1
11	21	1
11	22	1
11	4	1
11	23	1
11	24	1
11	25	1
11	5	1
26	27	1
28	29	1
28	30	1
13	12	1
13	17	1
13	25	1
14	31	1
14	32	1
14	21	1
14	33	1
14	34	1
14	35	1
14	22	1
14	2	1
14	36	1
37	27	1
38	18	1
38	39	1
15	40	1
15	41	1
42	14	1
42	37	1
42	15	1
42	16	1
42	43	1
42	44	1
42	19	1
42	45	1
42	46	1
42	47	1
42	48	1
42	23	1
42	49	1
42	50	1
42	51	1
42	5	1
42	41	1
16	37	1
16	38	1
16	52	1
16	18	1
16	53	1
16	19	1
16	20	1
16	54	1
16	55	1
16	4	1
16	24	1
16	56	1
16	5	1
16	57	1
58	59	1
58	60	1
61	62	1
61	29	1
61	28	1
61	58	1
61	59	1
61	60	1
61	63	1
61	64	1
61	65	1
61	66	1
61	67	1
61	4	1
61	68	1
61	69	1
70	71	1
70	72	1
73	11	1
73	13	1
73	14	1
73	42	1
73	16	1
73	19	1
73	21	1
73	22	1
73	48	1
73	4	1
73	24	1
73	50	1
74	1	1
43	15	1
43	40	1
43	49	1
43	41	1
17	25	1
75	76	1
18	52	1
18	53	1
18	54	1
18	10	1
18	24	1
31	32	1
31	34	1
44	43	1
60	59	1
19	26	1
19	29	1
19	37	1
19	43	1
19	52	1
19	18	1
19	20	1
19	27	1
19	54	1
19	77	1
19	78	1
19	4	1
19	51	1
19	79	1
19	5	1
80	7	1
80	81	1
80	8	1
20	18	1
20	53	1
20	82	1
20	27	1
20	83	1
20	54	1
20	84	1
20	10	1
20	24	1
20	51	1
20	79	1
20	5	1
32	34	1
32	2	1
21	0	1
21	76	1
21	85	1
21	74	1
21	75	1
21	1	1
21	34	1
21	86	1
21	87	1
21	88	1
21	4	1
21	2	1
21	51	1
21	36	1
21	89	1
21	90	1
91	46	1
91	4	1
63	29	1
63	28	1
63	58	1
63	59	1
82	92	1
82	57	1
27	83	1
27	93	1
40	49	1
33	35	1
46	16	1
46	44	1
46	94	1
46	47	1
46	95	1
46	5	1
46	6	1
8	76	1
8	85	1
8	75	1
8	96	1
8	88	1
8	97	1
8	89	1
8	90	1
34	2	1
86	70	1
86	2	1
54	53	1
65	60	1
84	79	1
84	5	1
10	98	1
10	99	1
39	83	1
88	96	1
78	27	1
78	83	1
78	57	1
67	29	1
67	52	1
67	63	1
67	4	1
100	15	1
22	36	1
48	11	1
48	26	1
48	14	1
48	37	1
48	15	1
48	43	1
48	31	1
48	19	1
48	45	1
48	20	1
48	21	1
48	40	1
48	47	1
48	101	1
48	100	1
48	22	1
48	50	1
48	51	1
48	36	1
48	5	1
48	6	1
48	41	1
4	0	1
4	29	1
4	78	1
4	51	1
4	25	1
95	94	1
23	37	1
2	81	1
2	76	1
2	74	1
2	75	1
2	1	1
2	80	1
2	8	1
2	96	1
24	13	1
24	17	1
24	53	1
24	54	1
24	4	1
24	25	1
50	11	1
50	14	1
50	37	1
50	16	1
50	19	1
50	20	1
50	21	1
50	82	1
50	27	1
50	46	1
50	83	1
50	94	1
50	84	1
50	93	1
50	47	1
50	39	1
50	78	1
50	22	1
50	4	1
50	95	1
50	24	1
50	56	1
50	5	1
56	102	1
56	57	1
103	70	1
51	0	1
51	26	1
51	70	1
51	86	1
51	78	1
51	2	1
79	83	1
5	26	1
5	38	1
5	102	1
5	104	1
5	52	1
5	98	1
5	18	1
5	53	1
5	80	1
5	82	1
5	27	1
5	99	1
5	83	1
5	54	1
5	10	1
5	47	1
5	39	1
5	55	1
5	78	1
5	4	1
5	24	1
5	51	1
5	57	1
6	26	1
6	15	1
6	16	1
6	18	1
6	19	1
6	20	1
6	82	1
6	99	1
6	10	1
6	47	1
6	39	1
6	55	1
6	4	1
6	51	1
6	79	1
6	89	1
6	57	1
6	41	1
89	85	1
57	55	1
68	67	1
68	5	1
41	40	1
41	47	1
41	49	1
105	19	1
90	96	1
90	88	1
106	107	-1
108	46	-1
108	109	-1
110	19	-1
68	59	-1
68	111	-1
112	92	-1
112	113	-1
114	115	-1
73	53	-1
73	20	-1
116	117	-1
116	118	-1
118	61	-1
119	120	-1
78	86	-1
121	36	-1
33	122	-1
96	21	-1
123	124	-1
125	63	-1
125	61	-1
126	63	-1
126	61	-1
127	128	-1
76	129	-1
64	130	-1
13	131	-1
132	20	-1
133	40	-1
48	23	-1
42	134	-1
135	11	-1
136	101	-1
20	93	-1
20	109	-1
129	21	-1
137	14	-1
128	21	-1
46	109	-1
10	138	-1
1	139	-1
139	1	-1
140	90	-1
97	21	-1
90	141	-1
56	5	-1
6	5	-1
8	21	-1
80	21	-1
142	143	-1
103	86	-1
103	51	-1
144	145	-1
51	37	-1
146	147	-1
54	11	-1
84	98	-1
21	7	-1
21	141	-1
148	149	-1
104	98	-1
150	151	-1
152	18	-1
23	101	-1
153	101	-1
26	154	-1
7	21	-1
141	21	-1
155	156	-1
155	107	-1
157	101	-1
158	61	-1
31	143	-1
3	19	-1
159	131	-1
160	161	-1
161	11	-1
162	163	-1
164	163	-1
22	101	-1
165	166	-1
167	101	-1
101	50	-1
168	169	-1
27	169	-1
99	169	-1
82	169	-1
83	169	-1
170	11	-1
40	11	-1
41	11	-1
