3,3582
4,2782
5,3259
6,3610
7,3586
8,3511
9,3405
10,3538
11,4021
12,3154
13,3014
14,2792
15,3216
16,3583
17,3244
18,3568
19,3666
20,3224
21,3553
22,3584
23,3521
24,3562
25,3230
26,3553
27,3923
28,3570
29,3612
30,3281
31,2900
32,2498
33,3835
34,3749
35,3845
36,4092
37,3523
38,3848
39,3369
40,3277
41,3308
42,3711
43,3306
44,3885
45,3163
46,3819
47,2775
48,3283
49,3638
50,3782
51,2773
52,3853
53,3447
54,3846
55,3658
56,3270
57,3186
58,3691
59,3818
60,3540
61,3849
62,3601
63,3634
64,1845
65,3712
66,3945
67,3314
68,3129
71,3045
72,2952
73,3068
74,3549
75,3705
76,3473
77,3448
78,2852
79,2886
80,3533
81,2867
82,3340
83,3372
84,3859
85,3859
86,3578
87,3387
88,1701
89,4064
90,3348
91,3209
92,3375
93,3288
94,1999
95,1982
96,2609
98,3290
99,3632
100,3103
101,3424
102,3407
103,3830
104,2829
105,3646
106,3039
107,3172
108,2492
109,3313
110,3443
111,3514
112,2036
113,3536
114,2036
115,3594
116,2998
117,3422
118,3422
119,3422
120,2702
121,3000
122,3511
123,3422
124,3366
125,3572
126,2853
127,3140
128,2816
129,3612
130,3645
132,3253
133,3888
134,2846
135,3698
136,3368
137,3230
138,3674
139,3083
140,3310
141,3230
142,2629
143,4019
144,2227
145,3521
146,3884
147,3827
149,3317
150,3265
151,3232
152,3460
153,1856
154,3656
155,3547
156,3322
157,3095
158,2777
159,3867
160,3867
161,3564
162,3795
163,3791
164,3809
165,3743
166,3099
167,2404
168,3791
169,3635
171,3270
172,3663
173,3966
174,2411
175,3089
176,3792
177,3287
178,3992
179,3406
180,3560
181,3100
182,3059
183,3903
185,3418
187,3466
188,3249
189,3229
190,3250
191,2618
192,2018
193,3415
194,3173
195,2564
196,2564
197,3214
198,2564
199,2996
200,2564
201,3485
202,2597
203,3075
204,3328
205,3209
206,2564
207,2564
208,2927
209,3371
210,2564
211,1911
212,3531
213,2398
214,3133
215,3854
216,3587
217,3955
218,3759
219,3856
221,3472
222,2713
223,2898
224,3621
225,3645
226,2700
227,3827
228,3806
230,3252
231,3474
232,3327
233,3645
234,3645
235,3750
236,3691
237,2889
238,3452
239,3645
240,3263
241,3464
242,2787
243,2856
244,3082
245,2555
246,2612
247,2300
248,1875
249,3229
250,3879
251,3579
252,3813
253,3769
254,3166
255,3696
256,2758
257,3632
258,3566
259,3394
260,3382
261,3479
263,3089
264,3816
265,3824
266,3768
267,3816
268,3973
269,2570
270,3679
271,3713
273,3317
274,3804
275,3729
276,3175
277,1797
280,3845
282,3465
283,3289
284,3092
285,2691
286,3696
287,1844
288,1844
289,1844
290,3171
291,3438
292,3832
293,3407
294,2093
295,3184
296,2770
297,2093
298,4044
299,3373
300,3102
301,3518
302,2430
303,3628
304,3450
305,2802
306,3697
307,3646
308,3810
309,3199
310,3917
311,3710
312,3731
313,3118
314,3599
315,3366
316,3709
317,3482
318,3544
319,4074
320,2950
321,3533
322,3021
323,3668
324,2833
325,3419
326,3130
327,3747
328,3165
329,2779
330,1787
331,3000
332,4061
333,3731
334,3897
335,3588
336,3627
337,3795
338,3845
339,3606
340,3359
341,2305
342,3824
343,3233
344,3902
345,3217
346,2985
347,3055
348,3596
349,3369
350,3992
351,3345
352,3324
353,2601
355,2061
356,3391
357,3750
358,3577
359,2199
362,3663
363,3818
364,3389
365,2889
366,3091
367,2888
368,2098
369,1777
370,3604
371,3682
372,3482
373,3769
374,3809
375,3835
376,3520
377,3684
378,3605
379,3526
381,3259
382,3077
383,2724
384,3077
386,3391
387,2923
388,3392
389,2944
390,3617
391,3779
392,3578
393,4015
394,3881
395,3700
396,3767
397,3596
398,3712
399,3893
400,3379
401,3596
402,3412
403,3862
404,3712
405,3405
406,3528
407,2912
408,3596
409,3620
410,3023
411,3596
412,3890
413,3596
414,3534
415,3768
416,3302
417,3035
418,3474
419,3422
421,3487
422,3310
423,3130
424,3909
425,3358
426,2915
427,3438
428,2683
429,3765
430,3400
431,3653
432,4098
433,3642
434,3733
435,2581
436,3500
437,3500
438,4164
439,3769
440,3700
441,4164
443,3716
444,3740
445,3687
446,3716
447,3020
448,1869
449,2803
450,1869
451,1869
453,2257
454,3048
455,3329
456,2936
457,3560
458,3573
460,3737
461,3786
462,3662
463,2158
465,3988
467,3431
468,2761
469,2796
472,3823
473,3824
476,2486
477,2227
479,2964
480,3264
481,3264
486,1698
488,3805
489,2656
490,3828
492,3588
493,3130
494,3631
495,2998
497,2483
498,2714
499,2998
501,3708
502,3121
504,3823
506,2127
507,3229
509,3534
511,3098
513,2975
514,3264
515,2529
516,3299
517,2947
519,3529
520,3529
521,3378
522,3529
523,3529
524,3186
525,1858
527,3828
528,3828
529,3828
530,3173
531,1728
532,1921
534,2902
536,2785
538,3563
539,4156
540,3913
541,3804
542,3475
543,3867
544,4156
545,3599
546,3292
547,3867
548,3867
549,3913
550,3867
551,1758
552,3303
553,3225
554,3060
555,3526
556,3593
557,4014
558,4014
559,4122
560,3786
561,3223
562,3711
563,3711
564,3439
565,2449
566,3348
567,3376
568,3593
569,3593
570,3156
571,3593
572,2403
573,3593
574,3133
575,4035
