3,7043
4,7013
5,7051
6,6945
7,7039
8,6970
9,7025
10,7002
11,6781
12,7007
13,7053
14,6982
15,6750
16,7048
17,7020
18,7055
19,7040
20,6965
21,7041
22,7065
23,7009
24,6874
25,6996
26,7015
27,7014
28,6945
29,6974
30,7039
31,7036
32,7042
33,7037
34,7046
35,7023
36,6954
37,7053
38,7050
39,7035
40,7047
41,7035
42,7021
43,7064
44,7023
45,7055
46,7046
47,6900
48,7040
49,7031
50,7045
51,7026
52,7065
53,6999
54,7036
55,7003
56,6949
57,7057
58,7022
59,7025
60,7062
61,7054
62,7045
63,7029
64,7049
65,7047
66,6999
67,7044
68,6737
71,6914
72,6732
73,7035
74,7025
75,7008
76,7053
77,7038
78,7020
79,7013
80,7024
81,7025
82,7055
83,7062
84,7062
85,7062
86,6916
87,6903
88,7025
89,7039
90,7001
91,7058
92,7065
93,7051
94,6871
95,7025
96,7027
98,7059
99,7034
100,7061
101,7047
102,7057
103,7000
104,7020
105,7047
106,7047
107,7057
108,7053
109,6946
110,6989
111,7051
112,7048
113,6969
114,7048
115,7060
116,7056
117,7037
118,7037
119,7037
120,7031
121,7050
122,6907
123,7037
124,7062
125,7044
126,7035
127,6866
128,6957
129,7061
130,7054
132,7025
133,7061
134,7063
135,7057
136,6932
137,7055
138,7033
139,7042
140,7052
141,7055
142,7042
143,7021
144,7017
145,7044
146,7055
147,7028
149,7031
150,7036
151,6996
152,7023
153,7048
154,7017
155,7001
156,7057
157,7041
158,7050
159,7061
160,7061
161,7045
162,7062
163,7056
164,7063
165,7061
166,6979
167,7053
168,7058
169,7050
171,6993
172,6982
173,6929
174,7056
175,7050
176,7052
177,7044
178,7038
179,7062
180,7042
181,7058
182,6958
183,7065
185,7053
187,7031
188,7054
189,6983
190,7042
191,7028
192,7015
193,7044
194,7058
195,7019
196,7019
197,7051
198,7019
199,7041
200,7019
201,7044
202,7050
203,7015
204,6982
205,7055
206,7019
207,7019
208,7042
209,7047
210,7019
211,7019
212,7043
213,7051
214,6930
215,7003
216,7050
217,7065
218,7061
219,7065
221,7061
222,7046
223,7054
224,7052
225,7023
226,7032
227,7047
228,7056
230,7036
231,7033
232,7033
233,7023
234,7023
235,7058
236,7050
237,7025
238,7054
239,7023
240,7052
241,7054
242,7039
243,7027
244,7057
245,7048
246,7038
247,7051
248,6963
249,7047
250,7060
251,7058
252,7058
253,7061
254,7031
255,7044
256,7055
257,7058
258,7064
259,6998
260,7062
261,7053
263,7046
264,7051
265,7057
266,7059
267,7051
268,7063
269,7052
270,7065
271,7013
273,7048
274,7060
275,7022
276,7060
277,7052
280,7016
282,7006
283,7060
284,7056
285,6986
286,7060
287,7045
288,7045
289,7045
290,6920
291,7045
292,7060
293,7054
294,7009
295,7056
296,7055
297,7009
298,7057
299,6980
300,7050
301,7062
302,7001
303,7062
304,7016
305,7059
306,6949
307,7058
308,7015
309,7056
310,7009
311,6915
312,7011
313,7005
314,7059
315,7020
316,7061
317,7004
318,7061
319,6983
320,7034
321,7046
