2388	281,288,410,496
1349	131,269,410
287	410,496
172	288,410,496
44	253,288,410,496
699	288,410,421,496
2613	161,410,496
1394	121,288,320,410
3120	241,277,357,410
6547	101,121,410,496
682	357,410,496
383	410,496
2627	288,410
4427	131,288,410,496
7585	410
4485	131,410
3273	410,496
904	21,131,288,410
3022	269,410,496
7173	46,131,410,496
215	410,496
488	131,228,269,281,410,472,496
1902	18,332,410
2439	406,410,496
5992	131,241,269,410,496
1981	131,281,410
7260	241,283,410,496
5216	241,288,410
3043	44,131,288,496
4989	131,214,357,410,496
7355	44,269,288,410,496
217	131,410,496
3383	131,410
703	390,410
1852	410
3036	410
7360	410
2475	131,288,410,496
1372	52,131,161,410,481,496
2766	357,410,496
7751	131,288,390,395,410,496
2484	89,146,269,410
4375	332,410,496
224	269,410,496
4751	131,288,390,410,496
2232	410
6965	131,299,357,410
6391	161,288,410,472,496
2354	200,311,410,450,496
6522	131,410,496
6020	96,131,410,472,478,496
234	44,89,131,269,380,410,496
4945	131,288,357,410,496
3671	410
992	131,269,288,410,496
4617	131,281,496
5288	89,281,288,410,496
2472	18,131,288,410,487,496
7409	131,288,410
1489	131,288,390,410,496
432	131,161,390,410
2281	131,410,496
2560	131,288,410,496,497
4793	121,208,410,496
3173	106,131,288,410,496
6440	314,386,410,496
1606	86,131,410,496
2564	410,496
3530	131,288,410,450
6840	410,496
5275	357,364,410,417,489,496
4821	89,269,288,410,496
4085	121,131,281,410,496
4176	131,410
7528	131,288,410,496
7732	114,131,410
7294	131,410,496
1755	161,410,496
8276	161,410
5017	121,269,281,342,410
5103	131,410,496
3465	342,410
4345	410,496
1062	131,410
3694	288,410,417
561	46,131,410
3980	269,357,410,496
2241	44,208,288,410,472,496
826	137,269,410
5545	269,410
7417	131,410,496
1783	269,281,288,410
7790	44,288,410,452
6023	209,410,474
6606	131,410,417,496
3460	269,283,410,496
1926	269,496
5824	131,269,281,410,496
8033	281,410,489,496
6389	46,357,410
2070	131,410
761	104,281,410
713	44,89,288,377,410,449,496
1921	192,269,288,410,496
3949	269,410,496
3927	316,410,496
5638	410
5834	192,345,410
7946	410,496
7022	89,126,131,161,288,314,410
336	131,200,288,410
1874	131,208,410,496
255	274,288,357,386,410,417,496
2860	131,320,357,406,410
2445	410,495
4007	131,288,410
5002	131,410
2945	44,357,410,496
962	131,161,288,332,410,496
2092	161,410,474,496
4785	44,131,269,410,482
5696	281,288,410,496
7881	192,332,410
1365	281,410,496
1299	131,241,288,410,496
1846	288,410
7651	208,288,410,472,496
5701	214,357,410,496
120	131,288,410,496
7902	131,410,450,496
7036	32,288,410
6773	131,269,307,410,496
3802	89,131,410,496
3628	104,131,410,472
5764	131,269,288,496
6287	131,281,288,311,410,496
495	314,410,496
2230	131,269,410,467
2535	131,241,410,417,443,496
648	410,496
7062	46,391,410
1469	44,161,357,410,496
7117	288,410,496
779	131,288,345,410,496
4612	131,161,269,410,472,496
1887	44,281,288,342,410,450,496
3023	410,496
7493	357,410
6015	410,496
2527	410
4443	156,410
8015	131,173,410,474,496
7189	131,288,406,410,470,496
7925	357,410
6126	316,410,472,496
4511	410,496
1866	210,410
6288	269,320,357,410
3455	288,342,410,459,496
745	131,269,288,450
7905	121,161,410,496
3668	131,163,269,288,406,410,474,496
7968	131,410
6680	131,269,281,410,496
2561	131,410,472,496
2037	161,281,288,410,496
4870	410
7161	131,410,496
6997	131,410
6649	269,496
2189	131,410
5913	410
6757	410
8142	288,410,442,496
1128	131,241,410,496
3560	131,200,410,496
6266	410
5563	131,410,496
1206	131,270,288,311,410,496
1256	131,281,410,496
6995	410
6248	410
2705	410,478,496
2392	410,496
762	131,320,410,496
55	281,410
7669	357,410,496
3698	383,400,410
1922	113,121,410,496
4671	131,161,410,478,496
1537	131,410,496
2133	131,288,324,410,441,496
5652	269,288,410
7051	263,410,496
1940	288,342,410,496
3666	288,410,496
252	131,410
6907	410,496
