373,247,166;1;7294,679,1159;3;3
210,214,20;1;5062,1352,2903;3;3
174,123,408;1;3876,397,725;3;4
216,253,102;1;6645,30,4792;3;2
124,63,274;2;2765,3759,1913;3;4
203,99,4;1;536,756,326;3;2
26,103,37;1;7574,6632,3645;3;2
399,156,474;1;1441,4433,553;3;3
362,109,139;2;233,1940,27;3;3
75,469,191;1;7505,916;2;4
5,60,148;1;5371,8042,3766;3;3
21,227,275;1;8047,1589,3919;3;3
451,70,77;1;5991,7265,3034;3;3
274,414,430;1;1707,1913,824;3;4
164,457,160;1;7498,2902,587;3;3
279,351,366;3;950,4144,319;3;2
388,362,351;1;2813,1565,4132;3;3
394,458,436;1;3918,3243,1962;3;3
239,102,273;2;30,6624,1154;3;2
384,125,27;1;416,565,8;3;3
237,141,325;1;2652,6182,636;3;3
242,295,341;1;5164,5909,2974;3;4
30,211,346;2;3587,3555,2435;3;2
35,113,82;2;559,163,802;3;2
409,98,62;1;7222,5339,3109;3;3
456,359,169;1;8028,8262,4753;3;4
284,471,84;1;1595,7181,2529;3;4
49,250,270;1;1623,2148,4962;3;3
92,140,253;1;6645,7050,23;3;3
150,413,437;1;1599,2423,1487;3;3
266,205,80;1;8147,2500,155;3;4
285,129,169;1;948,4810,8262;3;4
429,92,378;1;1362,7050,1583;3;3
184,212,105;1;3152,6650,3713;3;4
120,227,237;1;1230,8047,2652;3;3
257,416,163;1;2204,8021,4008;3;4
262,346,364;1;1612,554,3587;3;3
239,386,366;1;2596,3305,950;3;3
261,380,262;1;3600,1612,873;3;2
236,386,329;1;4394,2596,3209;3;4
45,295,51;1;4942,5164,3686;3;3
308,197,323;1;342,6282,30;3;4
277,467,264;2;2969,1808,1307;3;2
354,99,211;3;3832,132,2651;3;3
440,119,55;1;5233,2728,3542;3;3
165,446,359;1;3637,8028,2909;3;4
342,265,379;1;554,1552,321;3;3
115,147,21;1;2905,3919,3201;3;3
452,58,349;1;5645,4508,6255;3;4
245,413,105;1;3713,2423;2;3
