185,416,191,260,43,33,280,219,83,124,432,213,352,275,286,205,196,373,247,166;1;916,429,2679,1488,1589,7866,8147,5471,7294,2643,1618,3537,2765,679,4008,4037,1059,1269,4058,3381;20;5
92,323,385,257,24,456,243,233,22,209,62,147,358,96,146,373,114,210,214,20;1;6282,7409,2204,7597,5588,3109,7294,4043,5062,7050,4753,2238,1352,158,455,41,2016,4297,1394;19;4
22,24,207,39,343,368,309,317,417,435,215,75,458,378,286,278,331,174,123,408;1;7597,6903,6795,5305,1613,7866,3876,3435,2585,7888,1962,2845,6834,4086,871,1979,74,1674,33;19;5
271,240,312,289,291,85,199,273,100,114,178,248,138,131,203,317,473,216,253,102;1;3704,6511,4043,4373,6795,6464,6645,191,7648,756,3103,3752,1857,1700,5375,787,1321,941,447,44;20;4
221,54,370,50,127,38,405,205,414,430,245,290,171,122,345,44,32,124,63,274;1;2009,6112,855,6471,8147,1707,1802,4910,5731,3512,2765,3759,4279,3396,4298,6004,1307,1098,155;19;5
143,469,10,139,32,117,157,222,434,105,422,72,144,435,69,470,174,203,99,4;1;109,7505,3845,8182,7203,3713,2241,5850,1976,6439,3876,536,1940,4319,756,4065,5684,1307,2062,695;20;4
277,261,295,382,205,213,36,133,309,120,263,466,209,68,464,69,184,26,103,37;1;3600,5164,8147,1488,6903,1230,3078,6186,2713,3152,7574,6632,1794,6901,5776,39,4065,1808,182,127;20;6
345,302,47,13,423,327,211,330,352,195,234,114,21,290,116,374,106,399,156,474;1;5731,8085,7347,4848,195,8221,8248,4043,218,6399,1441,3919,1483,4433,1269,4045,2435,3117;18;5
223,38,333,157,438,438,400,269,21,221,80,381,152,151,219,390,197,362,109,139;1;5899,6471,706,902,2009,1093,342,2203,3919,3537,306,233,1940,2500,5100,6955,1103,370,180;19;4
3,135,280,52,185,450,71,136,443,162,282,388,434,138,157,299,33,75,469,191;1;3204,5251,2530,2813,7252,7505,916,2257,6423,5445,1618,2409,4037,759,1700,3918,1492,370,2700;19;5
29,318,179,153,333,388,461,129,146,324,437,178,381,183,6,434,151,5,60,148;1;4006,706,2813,800,4810,1599,4373,7733,5371,633,2238,895,1977,3766,3563,4364,5100,286,407;19;5
18,204,440,431,27,98,305,315,172,250,381,38,306,320,105,111,299,21,227,275;0;0;-;-;-
74,100,223,81,362,170,447,155,69,377,257,65,341,67,396,57,345,451,70,77;1;816,6511,5899,1792,2204,5909,5731,5991,7265,3018,3540,648,3034,4074,4065,3576,7961,3726,1180,6955;20;4
162,131,218,328,237,179,15,234,282,262,145,62,187,114,1,361,380,274,414,430;1;7690,2652,8248,1612,3109,5345,4043,1707,7648,5445,1913,3512,4979,2867,759,4283,335,764,873;19;4
465,282,148,391,219,338,203,258,195,269,468,176,472,396,409,201,120,164,457,160;1;5833,622,8221,902,5778,7222,1230,7498,2902,6221,5445,3766,3537,5880,756,587,606,3576,1667;19;4
97,338,415,165,421,372,8,449,15,338,172,457,417,282,392,49,30,279,351,366;1;6998,1461,2902,5305,1623,5227,5527,7995,3271,3580,950,2909,335,2137,1565,1100,5452,2700,2433;19;5
359,425,35,79,196,194,342,336,350,115,338,470,234,91,181,267,17,388,362,351;1;8028,961,5471,424,554,5732,1708,2905,6439,8248,2029,2813,5880,3068,269,1102,1027,1565,6955,3010;20;5
68,314,388,406,171,81,167,259,237,355,84,45,305,294,60,12,44,394,458,436;1;2713,1246,2813,1802,836,2652,4942,5765,37,39,3918,3243,1337,2529,1977,1962,917,4074,122,68;20;4
471,447,234,141,210,3,382,276,142,238,254,92,413,279,202,236,163,239,102,273;1;7181,8248,5062,4394,8021,2257,1794,6432,4317,7050,2423,3103,2802,6624,3483,6422,2646,5553,3258,299;20;5
132,103,351,109,185,453,450,22,55,416,73,276,32,190,136,107,320,384,125,27;1;7574,5251,2728,661,8244,416,3119,857,4008,2409,565,4037,2720,1565,5083,5288,178,2746,1394;19;5
417,47,40,340,377,304,345,419,221,397,58,438,3,127,220,204,70,237,141,325;1;5305,7347,3450,6340,5326,5731,2009,5224,5645,5991,2652,6182,2203,2257,648,260,99,345,1159;19;5
113,114,136,415,422,170,325,249,210,368,386,297,440,431,78,194,70,242,295,341;1;4043,2241,6182,698,5062,2596,7266,5233,8212,106,424,5991,5164,5909,5527,3018,2585,2409,2974,6010;20;4
353,409,172,353,170,66,4,276,55,303,471,219,453,380,374,286,224,30,211,346;1;6858,7222,6782,536,2728,7181,218,7866,3018,3537,3587,3172,857,1770,2137,873,2646,1100,2435;19;5
8,47,317,412,160,199,302,355,385,43,430,97,417,151,31,88,191,35,113,82;1;1461,7347,6795,8085,7409,1707,5305,916,587,191,1337,8158,559,5100,2781,67,7871,1154,87;19;4
279,128,444,292,354,161,228,329,294,439,22,250,186,243,179,375,316,409,98,62;1;2801,3209,37,7222,5339,3109,8011,2619,3832,5050,3803,6421,4364,2016,20,4962,5466,1319,1394,319;20;4
129,36,196,190,388,415,119,323,112,291,411,370,290,175,136,47,334,456,359,169;1;4810,5471,8244,2813,6282,7206,800,6112,7347,4602,8028,8262,6901,5527,6496,4753,2409,5987,2851,2237;20;5
229,77,349,271,14,330,88,263,474,295,360,382,356,445,377,309,216,284,471,84;1;7265,4508,6067,3078,5164,4482,5848,6903,1595,7181,7101,1794,7931,648,3449,994,640,185;18;5
58,294,54,386,68,390,474,262,470,103,372,140,420,283,326,199,314,49,250,270;1;5645,37,2596,2713,1612,6439,7574,6998,1762,1246,1623,2148,306,4433,3055,191,6004,4962,317;19;4
75,60,114,179,359,163,356,271,169,73,237,157,215,58,146,155,421,92,140,253;1;4043,8028,8021,4482,8262,661,2652,1613,5645,1792,6645,8042,4554,7050,23,4283,3666,1982;18;5
216,112,96,184,370,86,253,330,223,72,82,129,252,113,60,412,88,150,413,437;1;7206,3152,6112,5438,6645,5899,5850,4810,7451,1599,559,1977,2423,5548,1487,3449,4045,163,7871,2133;20;5
81,449,291,172,104,194,61,20,290,87,184,412,367,383,404,296,206,266,205,80;1;2037,424,6291,3152,8180,7904,8147,3580,5102,2500,4074,1947,5452,1972,1100,7871,4297,1384,2135,155;20;5
358,76,45,50,457,75,2,166,134,227,411,69,440,198,441,431,265,285,129,169;1;291,4942,855,2902,5562,8047,800,5233,6487,8212,948,4810,8262,455,1003,4065,1059,1520,14;19;5
