205,196,373,247,166;1;8147,5471,7294,679,1059;5;4
373,114,210,214,20;1;7294,4043,5062,1352,2903;5;3
278,331,174,123,408;1;3876,2845,397,725,1979;5;4
317,473,216,253,102;1;6795,6464,6645,30,4792;5;3
44,32,124,63,274;2;2765,3759,1913,917,635;5;4
470,174,203,99,4;1;6439,3876,536,756,258;5;4
69,184,26,103,37;1;3152,7574,6632,4065,182;5;3
374,106,399,156,474;1;218,6399,1441,4433,1330;5;4
390,197,362,109,139;1;342,306,233,1940,27;5;4
299,33,75,469,191;1;7252,7505,916,2387;4;4
434,151,5,60,148;1;5371,8042,3766,5100,6567;5;3
111,299,21,227,275;1;513,7252,8047,1589,3919;5;4
57,345,451,70,77;1;5731,5991,7265,3034,7961;5;4
361,380,274,414,430;1;1707,1913,824,873;4;4
201,120,164,457,160;1;1230,7498,2902,587,3815;5;3
49,30,279,351,366;1;1623,950,2137,4144,319;5;3
267,17,388,362,351;1;2029,2813,1102,1565,4132;5;4
12,44,394,458,436;1;39,3918,3243,1962,8012;5;3
236,163,239,102,273;1;4394,8021,3103,3775,3258;5;4
107,320,384,125,27;1;416,565,222,178,8;5;3
204,70,237,141,325;1;5991,2652,6182,636,99;5;3
194,70,242,295,341;1;424,5991,5164,5909,2974;5;4
286,224,30,211,346;1;7866,3587,1154,2137,132;5;3
88,191,35,113,82;1;916,559,2781,67,802;5;3
375,316,409,98,62;1;7222,5339,3109,8011,2619;5;3
47,334,456,359,169;1;7347,4602,8028,8262,4753;5;4
309,216,284,471,84;1;6903,1595,7181,7931,563;5;5
199,314,49,250,270;1;1246,1623,2148,191,4962;5;4
155,421,92,140,253;1;1792,6645,7050,23,7;5;3
412,88,150,413,437;1;1599,2423,1487,2781,4272;5;3
296,206,266,205,80;1;8147,5102,2500,1947,155;5;4
431,265,285,129,169;1;8212,948,4810,8262,1520;5;4
87,13,429,92,378;1;6291,1362,7050,994,227;5;4
305,468,184,212,105;1;5765,3152,6650,3713,1191;5;4
36,202,120,227,237;1;1230,8047,2652,6901,392;5;3
286,440,257,416,163;1;7866,5233,2204,8021,4008;5;4
292,453,262,346,364;1;1612,554,3587,857,746;5;3
365,153,239,386,366;1;2596,633,3305,950,78;5;3
352,28,261,380,262;1;3600,1612,2092,1525,873;5;3
283,271,236,386,329;1;4394,2596,3209,2658,317;5;4
444,160,45,295,51;1;4942,5164,3686,587,20;5;3
144,96,308,197,323;1;1976,342,6282,41,30;5;4
250,3,277,467,264;2;2257,2969,4962,1808,1307;5;2
72,473,354,99,211;1;5850,6464,3832,132,2651;5;3
400,53,440,119,55;1;5253,5233,2728,3542,1103;5;4
282,325,165,446,359;1;6182,3637,8028,5445,2909;5;4
358,90,342,265,379;1;554,1552,4534,321,68;5;3
263,96,115,147,21;1;3078,2905,3919,3201,41;5;4
166,444,452,58,349;1;5645,4508,6255,1159,20;5;4
428,325,245,413,105;1;6892,6182,3713,2423;4;3
