133	0
132	0
131	0
130	0
137	0
136	0
135	0
134	0
139	0
138	0
24	13
25	5
26	6
27	9
20	18
21	21
22	6
23	3
160	0
28	4
29	6
161	0
0	5
4	18
8	11
121	0
122	0
125	0
126	0
127	0
128	0
129	0
118	0
59	4
58	4
55	4
54	7
57	7
56	4
51	14
50	26
53	6
52	5
88	4
89	4
111	0
110	0
113	0
112	0
82	6
83	7
80	5
81	2
86	4
87	1
84	4
85	3
3	3
7	2
108	0
109	0
102	2
103	1
100	2
101	1
104	1
105	1
39	5
38	4
33	2
32	4
31	4
30	1
37	7
36	4
35	2
34	5
60	4
61	14
62	1
63	6
64	1
65	2
66	1
67	6
68	3
69	1
170	0
2	15
167	0
6	21
99	3
98	2
168	0
169	0
91	2
90	4
93	2
92	1
95	3
94	3
97	1
96	4
11	19
10	7
13	6
12	2
15	8
14	14
17	4
16	20
19	23
18	12
117	0
116	0
153	0
152	0
154	0
157	0
159	0
158	0
48	24
49	4
46	10
47	7
44	3
45	2
42	18
43	8
40	5
41	8
1	4
5	34
9	1
142	0
143	0
140	0
141	0
77	1
76	4
75	4
74	3
73	12
72	1
71	1
70	5
79	5
78	8
