26407	50
3037	111
1958	83
2879	140
28576	111
2525	90
2015	106
4486	73
1148	85
183	112
10306	108
1135	48
6850	60
12862	121
3321	100
151	111
4128	134
9443	140
16644	116
4391	56
3725	118
20653	100
30485	117
949	111
544	111
7681	92
4759	88
34890	53
7485	92
12068	125
15061	135
695	88
2267	57
73495	83
46823	116
33768	107
973	117
38627	94
62046	36
13307	88
12314	122
28044	107
6096	52
19885	127
30258	50
723	96
1068	112
6418	53
20301	110
2705	77
1346	105
32486	45
6352	112
40227	117
4714	112
1923	107
3888	134
893	127
3270	134
44644	47
1092	115
3397	100
4845	135
4691	121
33382	100
5291	124
73467	83
5428	111
4495	73
11017	121
3807	147
18322	55
4599	73
1856	73
3352	117
12326	73
4555	73
30195	122
16190	70
69620	100
1931	112
1034	99
23992	94
21637	68
6205	108
658	134
4537	74
40154	113
56	140
37296	53
2812	117
2919	93
2972	52
856	110
39683	105
5069	100
27352	135
36468	116
2467	135
4550	73
17205	85
30937	41
73509	83
660	116
15913	111
9826	74
29917	119
15	127
1653	38
1351	40
13644	86
26339	83
948	87
1370	118
384	135
7449	96
6112	113
40933	104
7445	133
13930	100
39849	83
11483	100
24781	63
6621	41
11752	140
6192	94
1262	100
9623	85
4086	117
4563	73
2913	73
1319	115
8526	92
938	112
1343	52
563	117
27014	73
3704	96
6434	87
4145	83
5758	85
12138	55
1688	94
4779	47
12956	83
23872	142
5831	107
5175	87
3264	119
13985	111
11666	117
4640	65
24404	119
1570	90
10756	41
11568	113
37198	104
12953	47
627	138
28049	107
5960	151
29922	36
2977	63
34825	45
60671	100
1099	98
33762	89
125	89
2785	60
4370	142
5579	117
16139	95
17545	117
18681	49
3479	90
28297	115
1751	100
1323	75
5315	116
1383	83
53	50
9841	100
9056	135
17567	100
11115	100
1563	75
1658	55
7970	63
509	111
8651	70
1130	96
25929	87
531	41
7868	112
28082	107
4611	73
5336	96
73519	83
5077	111
5144	70
1064	47
62254	89
6757	117
3438	112
2510	86
3706	117
70577	116
5075	93
2244	117
37398	116
17509	113
5101	125
10529	58
11363	115
