40227,183
27352,179
17545,178
9056,177
28576,177
6757,176
13985,176
4845,176
11666,175
23872,174
5077,173
2467,173
5428,173
15061,170
3270,170
3888,170
4128,170
4370,169
4086,169
28297,168
70577,168
46823,168
37398,167
658,167
36468,166
384,166
151,166
509,166
544,166
3807,165
3725,164
627,164
19885,163
2812,163
5291,163
12068,162
16644,162
29917,162
11363,161
563,161
24404,161
5960,160
9443,160
15,160
2015,159
5579,158
11752,158
30485,158
1346,157
5101,157
7445,157
5315,157
4714,156
3706,156
5336,156
3479,155
56,155
33768,155
2244,155
3352,155
73495,153
73519,153
73509,153
73467,153
1370,153
893,152
2879,152
973,152
11017,152
33762,151
39849,150
3264,150
660,150
2525,150
7449,149
28044,148
26339,148
28049,148
28082,148
183,148
3438,147
27014,147
1319,147
5831,146
17509,146
17205,146
3037,146
12956,145
12314,145
1262,145
12862,145
1092,144
12326,144
20301,144
30195,144
6352,143
11568,143
1570,142
6112,142
1931,140
6205,140
1034,140
4691,139
1923,139
7868,139
1130,138
4145,138
9623,138
10306,138
949,138
1099,137
856,137
3321,136
3397,136
3704,135
6192,135
7681,135
15913,134
13307,134
13644,133
23992,133
1383,133
1563,133
1068,132
1323,132
25929,132
723,132
125,128
1751,128
9841,128
2913,127
2510,127
938,127
16139,126
7485,125
5075,123
5069,123
39683,123
2785,123
4599,122
4563,122
4486,122
4611,122
1148,122
4550,122
4495,122
4555,122
2919,122
695,121
1958,120
40154,120
37198,119
1856,119
5758,119
8526,119
9826,117
4537,116
4640,116
5175,114
948,113
11483,113
11115,111
40933,111
4759,111
2267,109
6434,109
13930,109
17567,108
20653,108
38627,108
1688,108
1343,107
33382,106
2977,105
30937,104
60671,104
69620,104
7970,101
62254,101
8651,98
16190,98
21637,96
2705,96
6621,92
5144,91
6850,83
12138,82
1658,81
53,81
6418,77
1135,75
1653,75
24781,75
4391,74
2972,72
531,71
6096,68
18322,66
10529,66
1064,66
1351,64
12953,63
18681,60
34890,58
37296,56
4779,56
10756,56
26407,53
30258,52
44644,51
32486,49
34825,48
29922,36
62046,36
