40227,183
27352,179
17545,179
9056,178
15061,178
11666,177
28576,177
13985,177
5428,177
4845,177
6757,177
5077,177
2467,176
23872,175
3807,175
3888,174
4370,174
151,174
4128,174
658,174
544,174
3270,174
2812,174
509,174
3725,173
384,173
4086,172
7445,171
15,170
12068,170
46823,168
37398,168
28297,168
627,168
70577,168
5291,168
563,167
36468,167
19885,166
2015,166
16644,165
11363,164
5315,164
3438,164
660,163
5336,163
893,163
1346,163
29917,162
24404,162
6205,162
5960,161
15913,161
11752,160
9443,160
3264,160
1370,159
3479,159
1319,159
6352,159
6112,159
2879,159
5101,159
39683,158
5579,158
56,158
4714,158
30485,158
2244,157
973,157
3706,157
3352,157
11017,157
12314,156
5831,156
1570,155
33768,155
183,155
2525,155
3704,154
20301,154
73519,153
1092,153
73509,153
73495,153
73467,153
1262,152
33762,152
1034,151
16139,151
7449,151
39849,150
23992,149
3037,149
40154,149
1931,149
28049,148
1130,148
1923,148
28082,148
26339,148
28044,148
12326,147
27014,147
17205,147
4691,147
10306,147
1099,146
856,146
17509,146
12862,146
5758,145
949,145
7868,145
1068,145
12956,145
11568,145
30195,144
2913,143
5075,142
13644,140
7681,140
723,140
2510,140
4145,140
3321,138
9623,138
3397,138
938,138
6192,138
4759,137
13307,137
125,136
1958,136
1383,136
1563,136
1323,136
2785,135
4640,134
2267,134
695,134
9826,133
1148,133
25929,132
2919,132
1751,131
5175,131
38627,130
6434,129
1343,129
11115,128
948,128
9841,128
4611,127
4486,127
4550,127
4495,127
4555,127
4599,127
4563,127
7485,125
1856,125
8526,125
5069,124
21637,122
4537,122
37198,120
1688,119
40933,118
11483,114
2977,111
13930,110
2705,109
20653,109
17567,109
33382,107
62254,105
30937,105
60671,104
69620,104
7970,104
6850,103
5144,100
8651,100
12138,100
16190,99
24781,97
6621,95
6418,91
1658,89
1135,89
4391,88
53,88
531,86
1653,82
2972,81
1064,75
6096,75
1351,71
10529,69
18322,67
18681,63
12953,63
4779,61
34890,58
10756,57
37296,56
26407,54
30258,53
44644,51
32486,49
34825,48
29922,37
62046,36
