51831	28853
78828	28854
1215	28850
28224	28854
24407	28854
49450	28854
913	28818
3358	28831
102057	28854
461	28854
105134	28854
53694	28853
770	28854
123412	28852
54868	28854
25477	28853
63324	28853
49819	28853
45599	28853
1120	28816
93514	28853
28666	28854
14203	28853
126242	28854
12709	28853
24996	28854
20584	28848
79226	28854
94402	28853
60155	28854
42944	28854
81656	28854
2174	28849
5053	28854
3968	28854
36943	28854
29204	28854
805	28854
78819	28853
27073	28853
30035	28854
83766	28854
39651	28854
106676	28853
34477	28853
97049	28853
4278	28854
43605	28850
5935	28854
15581	28854
27694	28854
36282	28854
69285	28853
65559	28854
30437	28854
24585	28854
66517	28854
95252	28854
40932	28854
5382	28854
48790	28852
63694	28817
88389	28854
54377	28853
326	28852
127707	28854
61482	28853
1413	28852
1130	28854
5192	28849
25089	28853
449	28853
29174	28853
71041	28854
91939	28854
4898	28854
3392	28851
32563	28854
76974	28853
11916	28854
81592	28853
21616	28849
28933	28853
78054	28854
1141	28854
111588	28854
110154	28854
103208	28854
14907	28854
100630	28853
12027	28844
81483	28854
39789	28854
108851	28854
28779	28842
28762	28854
32986	28853
40120	28853
64697	28854
64334	28854
1659	28853
44525	28838
130023	28854
95241	28854
117962	28854
72614	28854
2657	28838
58500	28854
12819	28848
63831	28854
67691	28854
9170	28854
33638	28849
79901	28853
43802	28854
42897	28850
70412	28854
20449	28851
18054	28854
831	28842
18398	28854
3377	28853
64860	28854
64883	28854
88345	28853
48339	28854
67048	28854
28037	28854
25769	28854
7364	28851
31861	28854
16906	28854
99789	28853
88991	28854
3484	28854
4955	28854
72010	28854
28826	28854
18664	28851
2974	28854
81869	28848
4095	28853
61707	28853
29891	28853
115298	28853
4310	28854
1788	28816
447	28854
35543	28854
65607	28854
19282	28854
3627	28848
27633	28854
129809	28854
85712	28853
60529	28854
1668	28854
71823	28854
72991	28854
61295	28854
25007	28854
39017	28853
89759	28854
51164	28854
15145	28854
24045	28850
2540	28851
71295	28854
122258	28853
877	28854
12113	28854
11153	28854
78479	28854
16385	28853
3467	28854
22671	28853
5738	28853
32535	28852
100639	28854
7039	28854
28556	28854
11093	28852
39710	28854
18786	28852
34143	28854
7129	28854
1865	28837
3174	28850
28465	28852
91413	28854
16397	28853
1913	28853
15745	28853
40979	28850
3447	28854
106251	28854
114212	28852
28324	28848
66334	28854
76768	28854
71117	28853
2951	28854
14170	28853
3495	28854
1393	28854
3231	28849
1374	28854
6648	28854
12795	28854
81649	28854
80507	28854
74064	28854
5859	28854
45294	28853
9317	28836
34357	28853
14867	28854
58408	28854
17908	28851
31837	28853
20018	28854
48330	28854
3346	28854
69631	28854
81830	28854
75845	28854
6412	28851
3210	28839
1485	28843
68225	28854
28729	28853
10621	28854
2652	28848
28512	28854
4062	28854
65449	28853
56491	28854
101156	28853
58486	28854
92885	28853
10620	28844
6956	28854
5428	28846
68513	28854
86790	28854
5810	28853
35327	28852
54582	28853
118482	28854
50910	28854
44608	28853
18804	28851
92583	28853
5743	28853
33262	28854
96272	28854
21901	28852
52760	28852
98143	28854
109069	28853
102337	28854
