65128	28822
11311	28844
100030	28850
128691	28853
3624	28728
110029	28850
4459	28801
4486	28815
303	28850
109511	28829
9383	28853
123708	28602
4878	28845
2537	28851
107210	28835
50056	28788
2857	28636
73575	28842
25464	28810
7932	28683
24287	28845
2916	28804
18024	28840
74941	28853
118060	28605
56533	28843
2621	28745
14624	28848
51780	28849
28060	28836
21196	28844
19062	28804
3983	28843
125963	28848
125314	28847
2655	28842
128213	28813
124600	28852
40120	28833
6572	28841
10322	28804
48247	28835
93925	28750
34981	28847
82886	28853
92971	28713
3040	28818
115194	28800
11403	28852
67484	28853
2835	28548
4812	28796
2875	28851
23191	28850
75317	28853
2940	28733
1932	28842
77051	28717
131522	28849
29914	28851
5046	28755
30543	28831
100564	28851
35012	28851
44650	28837
5333	28832
5054	28574
46704	28849
105752	28833
101413	28792
119168	28840
67888	28847
316	28665
23810	28795
20584	28804
61402	28852
3027	28853
88866	28749
11372	28853
59331	28846
45534	28853
43198	28825
32482	28849
104842	28432
119619	28828
28953	28849
10083	28586
5935	28851
74925	28803
897	28802
874	28835
72513	28853
40569	28853
60962	28850
6684	28739
67891	28853
70123	28833
19739	28841
1127	28404
34987	28812
51014	28847
42705	28744
58320	28824
11122	28683
30437	28814
17007	28599
4880	28796
14969	28853
20521	28829
22223	28842
21328	28852
3259	28329
3833	28780
1181	28759
33258	28804
15165	28844
74885	28850
3478	28829
60870	28853
2042	28674
84057	28852
9516	28806
42866	28850
110252	28852
23903	28809
116155	28836
15762	28815
18701	28850
4820	28653
95968	28805
27666	28773
102092	28851
2256	28676
6950	28833
2016	28843
120826	28853
119207	28845
101736	28823
19412	28847
53380	28819
2553	28852
24833	28843
102945	28793
38042	28853
36170	28841
53181	28771
44766	28850
12479	28834
3192	28633
46652	28852
84332	28850
8521	28820
1498	28640
2147	28850
29868	28848
122861	28842
6168	28847
119646	28827
51167	28731
74370	28853
60055	28848
1367	28829
44468	28853
88189	28772
74610	28841
3377	28849
76645	28850
14203	28770
13115	28808
47118	28852
118084	28826
1630	28853
16634	28849
92921	28496
83533	28851
82887	28730
4489	28455
25708	28828
20080	28832
3347	28629
26565	28840
31562	28840
5219	28842
28463	28770
28279	28841
53257	28790
38060	28849
333	28850
13567	28842
75699	28852
5432	28852
35371	28827
28077	28802
18499	28849
88483	28842
1112	28834
27028	28852
108225	28828
8021	28851
13800	28843
6035	28853
785	28853
14774	28580
76795	28850
104283	28849
104323	28853
116797	28826
3551	28816
58908	28850
108005	28837
74448	28853
44254	28852
101731	28837
103241	28487
4806	28796
30626	28845
54463	28765
52547	28849
24092	28847
14151	28825
16743	28827
98392	28254
21700	28851
1733	28848
25296	28833
107756	28699
29091	28816
74493	28847
102048	28790
6321	28785
107501	28845
25099	28796
28534	28838
118420	28593
38259	28847
2124	28845
96123	28814
125920	28849
2593	28853
64305	28853
64111	28853
21395	28841
